Trial,CorrectResponse,Response,Correct,Offset,NextStepSize,Reversals,NextDirection,SameDirectionCount
1,1,1,True,64.00,4,0,,0
2,1,1,True,64.00,2,1,down,0
3,3,3,True,32.00,2,1,down,0
4,3,3,True,32.00,2,1,down,1
5,3,3,True,16.00,2,1,down,1
6,3,3,True,16.00,4,1,down,2
7,3,3,True,4.00,4,1,down,2
8,1,1,True,4.00,4,1,down,3
9,1,1,True,1.00,4,1,down,3
