Trial,CorrectResponse,Response,Correct,Offset,StepSize
1,1,1,True,64.00,4
2,1,1,True,64.00,4
3,1,1,True,16.00,4
4,1,1,True,16.00,4
5,1,1,True,4.00,4
6,1,3,False,4.00,4
7,3,3,True,16.00,4
8,3,3,True,16.00,4
9,1,1,True,4.00,4
10,1,3,False,4.00,4
