participant_id,experiment_date,sound_type,frequency_condition,frequency_label,threshold_ms,log2_threshold,level,sub_value
demo＿new,2025-09-02,pure_tone,g_2octave,条件４（２オクターブ）,1.32,0.4,天才！🌟,0
